uri,cid,author_did,author_handle,author_display_name,author_followers,author_following,author_posts,text,created_at,reply_count,repost_count,like_count,quote_count,hashtags,mentions,urls,has_image,has_video,has_external,image_count,is_reply,language,source
at://did:plc:mpvivcve3y2fdlw7pmq7niwz/app.bsky.feed.post/3m33hjjnpec2k,bafyreiasznbrznbymijb6jkbw67qeghtcxqpybl6uijpxb2acbf7hxlt6e,did:plc:mpvivcve3y2fdlw7pmq7niwz,therealjackhopkins.bsky.social,,0,0,0,"Buried inside the Big Beautiful Bill is a time bomb...one that detonates the balance of power. You weren’t supposed to read this clause. That’s why I did.

A single section hidden deep in the bill quietly neuters the courts. It’s that serious.🔥👇

www.jackhopkinsnow.com",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:23wjsvypl7adzladmsjzribh/app.bsky.feed.post/3m32onii7zc2g,bafyreicost6i6532rckxiifyuhcp5ei2bebe3sktrbmnjsttzowfgkbb7y,did:plc:23wjsvypl7adzladmsjzribh,clhellisen.bsky.social,,0,0,0,"Just saw a clearly AI cover on a rather famous author's book.

Looking at the title, this seems to be the paperback edition from a major publisher.

😬",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2darfo36xds4oznvip7x2ux7/app.bsky.feed.post/3m3237fz3is2s,bafyreiccjhttfckh54vtkzqt53eicjcry66ajjusbmpj56tobedzglncvy,did:plc:2darfo36xds4oznvip7x2ux7,mollyknight.bsky.social,,0,0,0,this mlb postseason has been better than most!,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:4tvce6a6nybb3ht7i6kjdk4y/app.bsky.feed.post/3m33g4eraxc2i,bafyreifpfw5dlay2rjn6ygyui74jcqgr2vfpvs3me4bgz25m6wzyirkwlq,did:plc:4tvce6a6nybb3ht7i6kjdk4y,hildavenhuizen.bsky.social,,0,0,0,"Oktober☀️🍄🤩
#paddenstoel #roodmetwittestippen #zwam #herfst #oktober #natuur",,0,0,0,0,[],[],[],False,False,False,0,True,nl,popular_feed
at://did:plc:4lx6nur5wstwoc4wtgj56kyu/app.bsky.feed.post/3m33dsszrd22i,bafyreih5qvoy7phwjkc6vjqcqjg4d7bmkrgjcxllat4dogewprzkixropu,did:plc:4lx6nur5wstwoc4wtgj56kyu,gtconway.bsky.social,,0,0,0,,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:t6ubj2wlhc34awzcymh3qpur/app.bsky.feed.post/3m33iv2vsrc2k,bafyreidxx36vvcnkxpdjn2rcn5nj542znkjulndjotxca2zgerbth34jiy,did:plc:t6ubj2wlhc34awzcymh3qpur,ronfilipkowski.bsky.social,,0,0,0,But we cant have healthcare. bsky.app/profile/atru...,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:ov6zd7risdplxvivxmpsu5eu/app.bsky.feed.post/3m33babuuck2m,bafyreienabjafrea2guuacqljcjfshxqbr34244bbo64b7x3iqgxsatcny,did:plc:ov6zd7risdplxvivxmpsu5eu,logicallyjc.bsky.social,,0,0,0,We need work requirements for Congress.,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2w45zyhuklwihpdc7oj3mi63/app.bsky.feed.post/3m33auhg2u62n,bafyreihwozrvfo72mh5r2647sm57bhropjae742xedcm2up3qvzxtexk4e,did:plc:2w45zyhuklwihpdc7oj3mi63,forbes.com,,0,0,0,"Swift announced both projects on “Good Morning America” Monday morning, more than a week after she released her record-breaking “The Life of a Showgirl” album.",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2usw73ne6ibwzit6zdcacacb/app.bsky.feed.post/3m2zj42oi4c2n,bafyreidkodptaon4aq3p7xdqogptc4fvzyyhui55ukyjmvyjsdn4377ozi,did:plc:2usw73ne6ibwzit6zdcacacb,kurtiswothe.bsky.social,,0,0,0,"Just sent out another query for GODDAMN!: The Mythos 
Wrestling Federation.

Now to dive into some research for Make It Stop.

#books #authors #writingcommunity #writers #booksky #writing #fiction #author #bluesky #amwriting",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:aunpu65mdrhwfie7ynymlzeh/app.bsky.feed.post/3m33gioqdpk2g,bafyreifhqq2ui2gerxqi6ylzlg5lomd2nucghxly7z7n5v6uzpw5awiegq,did:plc:aunpu65mdrhwfie7ynymlzeh,thebulwark.com,,0,0,0,"""I can't remember the quotation exactly, but it's like 'when fascism comes to America, it will be wrapped in a flag and wearing the cross.' Mike Johnson's the real embodiment of that."" - @sarahlongwell25.bsky.social",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2pijl4hy25qond3iwnn5feo7/app.bsky.feed.post/3m33774toth2a,bafyreifcrwqakuex4esse3x7g2zsemusyeypmynkli73gdzlpvzjxzc66e,did:plc:2pijl4hy25qond3iwnn5feo7,bichinhos.bsky.social,,0,0,0,Não vou levantar,,0,0,0,0,[],[],[],False,False,False,0,True,pt,popular_feed
at://did:plc:332n3c4xnrzhhbyjhu7vpzjo/app.bsky.feed.post/3m3373upkl42t,bafyreidtmspb3uhja7bs3kppxoia6352zeq6cdlyaphqwnqg76yjcqfmeq,did:plc:332n3c4xnrzhhbyjhu7vpzjo,salsichinhas.bsky.social,,0,0,0,A vida boa que eu queria ter,,0,0,0,0,[],[],[],False,False,False,0,True,pt,popular_feed
at://did:plc:4z72hczfjzpurydmdgrtlr5o/app.bsky.feed.post/3m32iydmsl22n,bafyreiciv7ibnptmcynjj5lrlzha4myqeqm44adw2ofbsyrynzzhyxfbdi,did:plc:4z72hczfjzpurydmdgrtlr5o,monika123.bsky.social,,0,0,0,Dzień dobry lecimy z tym poniedziałkiem 🐶🙋☕😀,,0,0,0,0,[],[],[],False,False,False,0,True,pl,popular_feed
at://did:plc:5gy3v7opwo3bfoa7dojkfhvp/app.bsky.feed.post/3m33iq6txzs2m,bafyreihqqyxudssi25nn2k7o4jnm2mmyay7ampkr4ca2xqgnhh7tohme2i,did:plc:5gy3v7opwo3bfoa7dojkfhvp,helenkennedy.bsky.social,,0,0,0,"Old CBS would’ve probably spelled the guy’s name right, too.",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2h5oj7dfciesiknuazc3s3mo/app.bsky.feed.post/3m337uobydn2a,bafyreiflw7pob7xwemo54wv6tthdojhqp7kcnrqibicba5bwpc2tmbj4uu,did:plc:2h5oj7dfciesiknuazc3s3mo,usatoday.com,,0,0,0,"The NBA is shaking up the way it will offer content, taking a 24/7 programming approach for its mobile app and television channel.",,0,0,0,0,[],[],[],False,False,False,0,True,,popular_feed
at://did:plc:2x5bs276hs2ibqgwzhnx2jae/app.bsky.feed.post/3m327lcitac2e,bafyreib4i2atnyq3e5zdr52gmrgruk3cesg6tl7xuullkfhefowjcqwdzm,did:plc:2x5bs276hs2ibqgwzhnx2jae,slangsonsports.bsky.social,,0,0,0,"The Mariners are the 4th team in postseason history to allow a leadoff home run and allow no other runs the rest of the game, joining:

2018 WS G5 Red Sox
2012 ALDS G1 Tigers 
1954 WS G2 Giants",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:epihigio3d7un7u3gpqiy5gv/app.bsky.feed.post/3m32z5j2ukc27,bafyreidvoctppygl67f6pr52uynom4aryntwwwem2s7msy7me5q6h7ki6i,did:plc:epihigio3d7un7u3gpqiy5gv,drandrewthaler.bsky.social,,0,0,0,"You don't have to judge Columbus by the standards of today. His tenure as governor of Hispaniola was so horrific that he was dragged back to Spain in chains to answer for his many crimes. 

Plus he never set foot on any land that would ever be a part of the United States of America.",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:5wlaz2vn27dq62tvypx6lzq5/app.bsky.feed.post/3m33ebw73zc22,bafyreihezm32cgdzmg3ljhdgnf3euqtkf25zrvguctvxcbgczi7pwqyuji,did:plc:5wlaz2vn27dq62tvypx6lzq5,mrlovenstein.bsky.social,,0,0,0,no one is safe,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:7exlcsle4mjfhu3wnhcgizz6/app.bsky.feed.post/3m336337dos2s,bafyreiawybbm3gt77koe7f3clfkkjp5vfr77nyvbtynzvxbydywl5yoxti,did:plc:7exlcsle4mjfhu3wnhcgizz6,theverge.com,,0,0,0,Wi-Fi 8 demonstrated with first prototype connection,,0,0,0,0,[],[],[],False,False,False,0,True,,popular_feed
at://did:plc:lgqd56jpj3rglnd6jkentbu5/app.bsky.feed.post/3m32zqnsjuc2e,bafyreibkqp7iih4xqoego4s73am2ydmgb3kj57rphbsdgpv4du6uiswogi,did:plc:lgqd56jpj3rglnd6jkentbu5,wtafc.bsky.social,,0,0,0,,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:25mt2mdfzeabxljcq32hns5t/app.bsky.feed.post/3m2zzthb7os2n,bafyreiemdlka7z7mlgkv5uff6o57xjfv4lzjhayrdegn45o4dvlkq4ppb4,did:plc:25mt2mdfzeabxljcq32hns5t,yellowjackinit.bsky.social,,0,0,0,Piece for a Mysterious Benefactor (Circa early 2025),,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:n5ammsjicqo4v44eezcpqkfv/app.bsky.feed.post/3m33ecbdyw22a,bafyreihv4ht77wb74qcryrwvoxwrvxvwtwukl5ftg64hujmcwg2kbs2ori,did:plc:n5ammsjicqo4v44eezcpqkfv,jbf1755.bsky.social,,0,0,0,"They are SO scared of the mass display of opposition that they’ll see on Saturday that they’re claiming the protesters will all be paid.

Flop sweat, folks.

If they were a truly strong majority, they wouldn’t care.

They’re not.",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:27bqb2cv5cnadhr2cbh62n7b/app.bsky.feed.post/3m33bbcfda22w,bafyreifvdpegxitcmgxzzfmigsq7cffveu5z35umhsxnod5jb5ohilxeoe,did:plc:27bqb2cv5cnadhr2cbh62n7b,olambrillas.bsky.social,,0,0,0,"Collage #1313
Títere",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:qxwx3yb4m3dmjbu5luyyi7zm/app.bsky.feed.post/3m32zfqqlf22y,bafyreihyafr4yi4t44z3acetann5rs5wofos3ht77ecp6glcevielritvq,did:plc:qxwx3yb4m3dmjbu5luyyi7zm,krassenstein.bsky.social,,0,0,0,,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2vjd3p7tduogwktdqzqypvmt/app.bsky.feed.post/3m32dftweds2x,bafyreihbyynupr2ssyfoz67knes3xqk3fdzcyilpghumdoy4m7u3ceanqq,did:plc:2vjd3p7tduogwktdqzqypvmt,etraintalks.bsky.social,,0,0,0,"The books in this video are heading to local classrooms of 1st, 4th & 5th graders, each with a special Giving Tuesday handwritten inspirational bookmark crafted by children from all over the country! ❤️📚

@flamelauthor.bsky.social  @rickriordan.bsky.social 
@firstbook.org  @givingtuesday.bsky.social",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:dbcr7z6imazdqgsfrs3luucj/app.bsky.feed.post/3m33erjpymk2a,bafyreicpd557jeggkeszahvyllld63tz2m5jbygqlhmsmllol5cxab6fdu,did:plc:dbcr7z6imazdqgsfrs3luucj,moringmark.bsky.social,,0,0,0,The Ultimate Question #theowlhouse #toh,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:33b7rab5bsvvizudqvdn7b76/app.bsky.feed.post/3m32n4dcpck2w,bafyreigm3otaqvycs7544luxaesip3miknsuayqe5juefubv64mrhephdq,did:plc:33b7rab5bsvvizudqvdn7b76,paulacheshire.bsky.social,,0,0,0,"Bo día de mi parte y de Mei, que le encanta jugar con mi albornoz 😌💙",,0,0,0,0,[],[],[],False,False,False,0,True,es,popular_feed
at://did:plc:4lx6nur5wstwoc4wtgj56kyu/app.bsky.feed.post/3m33dcxezc22i,bafyreihk7kfvrz5ylvy6rog3qyxjhh4shztxe3jsij345i2r2tpa5xfddu,did:plc:4lx6nur5wstwoc4wtgj56kyu,gtconway.bsky.social,,0,0,0,,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:555c53zqgqs55yh6gvttf5uv/app.bsky.feed.post/3m2zotjvc6k2b,bafyreianhhlygwycrzsb42btbnyy6klhoylludqxakbd5iuzxyyt2pzxja,did:plc:555c53zqgqs55yh6gvttf5uv,banditelli.org,,0,0,0,"In flight snowy plover sequence. First time I ever got this angle, super rare you can get below the bird, since they're ya know.. in the sand, but luckily they were on a sand... ridge? #birds",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:3cp25t7f3ow65x5vfrondiva/app.bsky.feed.post/3m33djmazo226,bafyreihw5shduv6uewanmcvrp4xwx3rysjmks2iqdpse67okchpgdvzv4q,did:plc:3cp25t7f3ow65x5vfrondiva,williambuchanan93.bsky.social,,0,0,0,A kitten to help you through those Monday blues 🐱💙,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:qmesap62fjypgt5hctkls67y/app.bsky.feed.post/3m33f7kd7sk2h,bafyreibwjklckkzc2bi5f7lp55rjxpm6gq3z7hl7zd4srq2hriyqx6l4ey,did:plc:qmesap62fjypgt5hctkls67y,grahamformaine.bsky.social,,0,0,0,"Today, Maine observes Indigenous Peoples' Day. We honor the lands and legacies of the Wabanaki Nations — Passamaquoddy, Penobscot, Maliseet, Mi’kmaq, Abenaki.

I look forward to passing legislation in the Senate to protect tribal sovereignty, which has been trampled for too long.",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:3bnyvfoyzyycsy5scndvseks/app.bsky.feed.post/3m2zqoq6lu72e,bafyreigskjosjga6ea7vjnbrrcdg35zxhcbvnryqouoh4c25ok5gnxx7mq,did:plc:3bnyvfoyzyycsy5scndvseks,bluejaysbot.bsky.social,,0,0,0,The best fans in baseball are ready! #WANTITALL,,0,0,0,0,[],[],[],False,False,False,0,True,,popular_feed
at://did:plc:vsddip55ctlrngxlr2uvmsji/app.bsky.feed.post/3m3353fxocc2b,bafyreihjhqtspjuzu2semdryckhrxdp7h3zxnwkiwhxyoe2yziqzyuyjwi,did:plc:vsddip55ctlrngxlr2uvmsji,pino-fotus.bsky.social,,0,0,0,"Stay Strong !!!
The People are the Power",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2avtasl6zfoe6swzassknumu/app.bsky.feed.post/3m334gdn7kk2h,bafyreihcdd4nnn3o6nldgpgmifmmmrio7cxxdkqcgk4mj544qzwo4f5ywi,did:plc:2avtasl6zfoe6swzassknumu,zoesstudio.bsky.social,,0,0,0,"Day 13 of #inktober - the prompt is drink.
I’ve sketched a selection of teapots, cups and tea leaves ☕️🫖

#inktober2025 #inktober2025drink #tea #sketchbook #sketch #drawing #art #dailydrawing #inkdrawing #dailysketch #drawingchallenge",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:3eatnvb2dim4l7fiwln5wow6/app.bsky.feed.post/3m2zzz7xsec23,bafyreie7rdq2ljoj3vurrpgv6chy7dwffcvncvtd75nbpqxafttgtv76t4,did:plc:3eatnvb2dim4l7fiwln5wow6,dailybunnies.bsky.social,,0,0,0,,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:5o6k7jvowuyaquloafzn3cfw/app.bsky.feed.post/3m33blcxix22y,bafyreibnetymiphar3b3sl6x5lopvsfljbli35hrcmhwkh2r46q5x2wkvu,did:plc:5o6k7jvowuyaquloafzn3cfw,thetnholler.bsky.social,,0,0,0,His Nobel pitch needs a little work,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2e7lvnu4p5jarkwhwnfcn3di/app.bsky.feed.post/3m2zu6nwlys2v,bafyreidqrninh7vtne64uxiqnlomyk425c3e36y2qblx3tajoo6ymmxypq,did:plc:2e7lvnu4p5jarkwhwnfcn3di,findanopening.bsky.social,,0,0,0,#Clouds #Landscape #Photography #LandscapePhotography #Natur #NaturePhotography #Nature,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:dk5qh55sdty3yjl7z6u3sxfo/app.bsky.feed.post/3m33fwsanak2r,bafyreifknsr3rajevqy2crrjkf7jxgqanrs6j3dxdir4mpgarf7gemfetm,did:plc:dk5qh55sdty3yjl7z6u3sxfo,serenamalyon.bsky.social,,0,0,0,"Nandor the Relentless

It's spooky season, which means it's time to post my favourite vampires...

This was done in watercolour and acryla gouache, quite small at 4x6"" or so I think?",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:3gxyh4elwykcdnpci7gmqrvh/app.bsky.feed.post/3m336waq6h22q,bafyreial7oi5fcxhtjmvpcy52r3azi73gy6np66pox6ybuvzoctfednooi,did:plc:3gxyh4elwykcdnpci7gmqrvh,katelynburns.com,,0,0,0,Holy shit go off John Oliver youtu.be/gieTx_P6INQ?...,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:ur46cint3yxztzj42q4aqxjn/app.bsky.feed.post/3m335lftpgk2g,bafyreia3pd6p2yhzkpbdlkeen4yrzmo55lfwyymnjg3y2pqlsi3ezk477m,did:plc:ur46cint3yxztzj42q4aqxjn,karlykingsley.bsky.social,,0,0,0,"In case anyone was wondering, “Give us your land or we will bomb you and take it” is not a peace deal; it’s extortion by artillery. A peace deal requires consent.",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2azwjoq74hjp77osm3rkhjfu/app.bsky.feed.post/3m33aegqtmc2c,bafyreig5xlescqc7o4hgg6gmv6tvirzbarhblwr74xvjfkyyh2jjj5w3bm,did:plc:2azwjoq74hjp77osm3rkhjfu,nycteris.bsky.social,,0,0,0,Morning sketch: The Prince #sketchaday2025,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:3dhjfhx2bnydk4akjrcyasok/app.bsky.feed.post/3m33bufkajc2g,bafyreiapsam74tuynn7udf4syqpzapuxw7rb5wgybn2hs34mojz7piqjui,did:plc:3dhjfhx2bnydk4akjrcyasok,meganferinga.bsky.social,,0,0,0,"Jess Park is very good at football. Apparently the only way to stop her is by kicking a football into her face, That’s after coming off the bench + scoring two goals. Given the freedom to invert, to carry the ball, to roam, Park is thriving. Man Utd are better for it. www.nytimes.com/athletic/671...",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2w3eicjzblwvqo3nsxiivwgb/app.bsky.feed.post/3m32y47sejc2y,bafyreibn2m6g44hhevlq6yatxmdi6j6yzjuunlskdl6olmflk2mhb6t5ly,did:plc:2w3eicjzblwvqo3nsxiivwgb,robinince.bsky.social,,0,0,0,Enjoying sifting through some 1892 volumes of Science Siftings Robinince.com,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:3qv57fe6mq5cyvm4yge7draf/app.bsky.feed.post/3m33iy6ucdc2n,bafyreiannfupchyxg2576ayar3f3bsi24jgfes3l4lguosk3qidr3edvtq,did:plc:3qv57fe6mq5cyvm4yge7draf,jeanpocket.bsky.social,,0,0,0,Who remembers kitten Sister trying to kiss ballerina on table skirt last year ? Well she has  gotten a little bigger and after putting table skirt back on she stands right next to her delighted to see her friend again 😂 Sister was a rejected kitten from a litter found in a field by another cat ! 💕,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:z233fl2onqt7wbjkolynhsi3/app.bsky.feed.post/3m33cpyflic2e,bafyreibfsecyuzsyerlbumxvqnn3mq2cawjpenfkrqhm4anj6fngnyqg74,did:plc:z233fl2onqt7wbjkolynhsi3,swordsjew.bsky.social,,0,0,0,made a drs appointment for gender confirming care can i get a T in the chat,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:a67zdrt4nl2tv2qojpngogbq/app.bsky.feed.post/3m2zirojc2e2y,bafyreif6qlfbjk2wktoeydhknviu7ik4jad6ljgjkyioskni7hfqbajvje,did:plc:a67zdrt4nl2tv2qojpngogbq,apnews.com,,0,0,0,"France’s newly re-appointed Prime Minister Sebastien Lecornu named a new government Sunday, as he faces pressure to urgently produce a budget and quell political turmoil that is scaring businesses and staining the country’s image.",,0,0,0,0,[],[],[],False,False,False,0,True,,popular_feed
at://did:plc:2dsxvrewlaxzxvsr2uez5qsm/app.bsky.feed.post/3m326itnxmk2d,bafyreicwzcxzldzlote4t3dicccxxscbipuh2oi6zgjv2exrieg6x3oadq,did:plc:2dsxvrewlaxzxvsr2uez5qsm,denisewong.bsky.social,,0,0,0,"The beautiful Lake Como has inspired me to paint in both rain and sunshine. My thoughts are with the people in the Province of Como, Italy where thousands of homes have suffered serious damage due to the recent flood and landslides.

#LakeComo #Italy #PrayingForComo #NoFlood #TackleClimateChange",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:5bb7klbqibxkrkaew5olaec6/app.bsky.feed.post/3m2zjhsewuc2e,bafyreihqwc4xvadk6lvfj5mg5hoi3y4epi27ghmpgrrjahxuy4zr6avznm,did:plc:5bb7klbqibxkrkaew5olaec6,monika09.bsky.social,,0,0,0,"Jeżeli ktoś twierdzi że to fotomontaż, to pragnę zauważyć że te zdjęcie powstało w 2560 r. p.n.e. 
a Photoshop ma zaledwie około 40 lat.",,0,0,0,0,[],[],[],False,False,False,0,True,pl,popular_feed
at://did:plc:5bu72avmysuoqnzv4smp3zkb/app.bsky.feed.post/3m33bnkgz5c2c,bafyreigv4sjc4gtimg7zg7bl3g25guwtvdv4cayzayr7fygckqhfa6n67a,did:plc:5bu72avmysuoqnzv4smp3zkb,beachrelaxin.bsky.social,,0,0,0,"You never know what you might find under there.

American White Pelican

#BirdOfTheDay #wings #birds #nature #wildlife #photography",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:5dmdml65ekzlxqggp5sgqsfl/app.bsky.feed.post/3m33hwfek3k2i,bafyreifajiyn5iiqyl35xcahg5fx2a3ddubnsmjiol4chnkgdzevemdj5i,did:plc:5dmdml65ekzlxqggp5sgqsfl,laurelgale.bsky.social,,0,0,0,"Some ducks photobombed my great blue heron capture.

Full-resolution preview (and prints) here: laurel-gale.pixels.com/featured/gre...

#MallardMonday #birds #wildlife #nature 📷",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2kc35ed4lpnktlyamndh6pwr/app.bsky.feed.post/3m2zrddgw4k2b,bafyreihvyfv2ukrexmvjzz6k42j7hwrv3v4s2e7mtv2352wxuyqokuggjq,did:plc:2kc35ed4lpnktlyamndh6pwr,techpyon.com,,0,0,0,"おはようBluesky

#AIart",,0,0,0,0,[],[],[],False,False,False,0,True,ja,popular_feed
at://did:plc:24boqfbdmte5gchmg6elu6vl/app.bsky.feed.post/3m335qqv5t22c,bafyreih24poaxc5onu3a2gtm7zbnkybgzreykfz23euxfb7bhfanm2khle,did:plc:24boqfbdmte5gchmg6elu6vl,demskeys.bsky.social,,0,0,0,"The so-called peace President has doubled the government expenditure for pepperballs and non-lethal rounds to be used against Americans exercising their First Amendment Rights.

#NoKings",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:sdm3miabczvizxaus22if3s3/app.bsky.feed.post/3m33fpmujhc2r,bafyreifdnozuumtwota3axkxsewhrox7juigipjkikgrprugfx7vhfub3i,did:plc:sdm3miabczvizxaus22if3s3,tlecaque.bsky.social,,0,0,0,"Christopher Columbus was dragged back to Spain in chains by a crusading knight, convicted of tyranny and immeasurable cruelty, pardoned by Isabella but banned from returning to Hispaniola.

Fuck Columbus.",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:4bcng2uuuksixetjos4lxcwv/app.bsky.feed.post/3m2zn6zdy5s2p,bafyreidl64k7temu76j4fpuuvahbst3qu2su2ym3ysty2qby57pduksj4q,did:plc:4bcng2uuuksixetjos4lxcwv,publicmental.bsky.social,,0,0,0,Любима мордочка,,0,0,0,0,[],[],[],False,False,False,0,True,uk,popular_feed
at://did:plc:2sy4frb3462dc6j25cs77lqc/app.bsky.feed.post/3m32mv745o22a,bafyreiapv6my4k7bsvikkumkv2z6omouz5bcqoojcsdayngaenewlhcy4a,did:plc:2sy4frb3462dc6j25cs77lqc,afewfromtheforest.bsky.social,,0,0,0,"Crisp #autumn air 📷🍂🍁🍃

#eastcoastkin #Pennsylvania #nature",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:x4g4laxkmsrczwvnvbbgsm7g/app.bsky.feed.post/3m33fns2yhs27,bafyreicpr67omnted55zcc7rzjxgfvpnvomsi2iwvxrmafn4vt6ya65wb4,did:plc:x4g4laxkmsrczwvnvbbgsm7g,muellershewrote.com,,0,0,0,"Interesting, given Comey never uttered those words in his 2020 testimony. He said “I stand by my testimony” (from 2017). This might be the basis for Comey’s lawyer mentioning the Bronston defense, as I explained on yesterday’s Breakdown: www.youtube.com/live/8oJvw7F...",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:eclio37ymobqex2ncko63h4r/app.bsky.feed.post/3m2zi5h4ziv2o,bafyreibsfwe7vmekqjwlpyetx2jcyz4ekbnhtvkznl47gxcakhxcuru3fu,did:plc:eclio37ymobqex2ncko63h4r,nytimes.com,,0,0,0,"Diane Keaton’s ability to show you a character’s vulnerability was as striking as her gift for showing you what can lie beneath such sensitivity, including neediness at its rawest and most acutely exposed, our chief film critic Manohla Dargis writes.",,0,0,0,0,[],[],[],False,False,False,0,True,,popular_feed
at://did:plc:wceu42no3rogognhbm2yxdql/app.bsky.feed.post/3m33eu4a6x22f,bafyreib2ad5nm7ulkuznskqny75sdmwkkuxfqlncymduyl2dfpby65xrai,did:plc:wceu42no3rogognhbm2yxdql,nancycomics.bsky.social,,0,0,0,"NANCY…THIS
IS A VERY PUNK MEAL",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:iyurswgsiwjb2xfue6v4ebuq/app.bsky.feed.post/3m33eegrdwc2u,bafyreibyk7v5gabudo5rrxfcbx2bwlqhagwy44r3oovjiguezgwi7dvwiq,did:plc:iyurswgsiwjb2xfue6v4ebuq,theoatmeal.bsky.social,,0,0,0,Forbidden love,,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:2uuc2ccgv7656j4nvrut4hru/app.bsky.feed.post/3m32253uel22i,bafyreih6cs22ilsbmovnlcqyjcw4qvd5fxgtklabzd5ft6mhhviejjoika,did:plc:2uuc2ccgv7656j4nvrut4hru,michaelmazengarb.bsky.social,,0,0,0,"This is very sad, but also not surprising. The science has warned for a long time, including in IPCC reports, that even modest levels of global warming will devastate virtually all coral reefs.
www.theguardian.com/environment/...",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:4llrhdclvdlmmynkwsmg5tdc/app.bsky.feed.post/3m33a7ljqjk2d,bafyreic7eamik462dqjhulhdxsndrw6rettdxopkenocrxdg4quc3fxwcq,did:plc:4llrhdclvdlmmynkwsmg5tdc,atrupar.com,,0,0,0,"Sean Duffy: ""If we go to the south pole of the moon, we can set up a base. We want to put up fission power. We think we can have longterm stays on the south pole of the moon.""",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
at://did:plc:n5ammsjicqo4v44eezcpqkfv/app.bsky.feed.post/3m33dkkncx22a,bafyreigvt6ulskqwftpbkerombip6fc62iu3uwwovtnwkoj3sj6uil6sbm,did:plc:n5ammsjicqo4v44eezcpqkfv,jbf1755.bsky.social,,0,0,0,"Folks:

There are going to be a LOT of inflatable animal costumes marching on Saturday. 🙃",,0,0,0,0,[],[],[],False,False,False,0,True,en,popular_feed
