uri,cid,author_did,author_handle,author_display_name,author_followers,author_following,author_posts,text,created_at,reply_count,repost_count,like_count,quote_count,hashtags,mentions,urls,has_image,has_video,has_external,image_count,is_reply,language,source
at://did:plc:aceghhapwvu5csor3rjvdli4/app.bsky.feed.post/3m33iz5x3dk26,bafyreib3a3buixebilmlv4z7rhvxylvzsgz7m27a2mak6wrbtqc7ptqwwu,did:plc:aceghhapwvu5csor3rjvdli4,tulsaathletic.bsky.social,,0,0,0,"Today we celebrate Indigenous Peoples’ Day.

On this Indigenous Peoples' Day, we celebrate the traditions and cultures of Indigenous People in Oklahoma and across the nation. 

#IndigenousPeoplesDay",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:kejitfeh6fkyhmh5frmqc34s/app.bsky.feed.post/3m33iz52jbk2k,bafyreiclfk3ffjpqfog5cfkw5a427l46mfdkeqe3rvivjftxrzc6iinamm,did:plc:kejitfeh6fkyhmh5frmqc34s,pamelaoplays.bsky.social,,0,0,0,"-

#IndigenousPeoplesDay     Indigenous Peoples Day

Today we celebrate the Native Americans, the FIRST to call America home.  We remember the struggles and tragedies they endured.  We honor their place in and contributions to the shared story of America.

🌊💙 ☮️ #PamelasIndigenousPeoplesDay

-",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:rco64azgg5v4kjv222fggkdp/app.bsky.feed.post/3m33iypzpf22q,bafyreifu7f5cqwz6znvphrxwe2ae3cv2sme3flml3w3duidvagyiteamgm,did:plc:rco64azgg5v4kjv222fggkdp,armywtfa.bsky.social,,0,0,0,Happy Indigenous Peoples Day,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:psaefipyafya3wj4u353yzvl/app.bsky.feed.post/3m33iymiffs24,bafyreidtpaizngyuiz2zenv3kfb6bzxtyp5c4z5jj7uy4ecs7ts6cs6ajm,did:plc:psaefipyafya3wj4u353yzvl,raneedazefindom.bsky.social,,0,0,0,Happy Indigenous Peoples Day!!!🥰,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:3cfgzvcffyobsgddhewjomvl/app.bsky.feed.post/3m33iyaviyu2f,bafyreidfwypjb6ldyosfsxayvuo7z7w6mjjiymp7amvtjkbu755tv5piva,did:plc:3cfgzvcffyobsgddhewjomvl,fultondems.bsky.social,,0,0,0,"Happy Indigenous Peoples' Day - today we celebrate the unique histories, cultures and achievements of our Native communities.",,0,0,0,0,[],[],[],False,False,False,0,True,,search:indigenous peoples day
at://did:plc:4jffxevd6tjtn2dd4fknymtn/app.bsky.feed.post/3m33ixyd2c42j,bafyreiachjlwft4e2dx4f75s3awvju2y5ee5gif4eachc522s5423jjlau,did:plc:4jffxevd6tjtn2dd4fknymtn,13abc.com,,0,0,0,HEADS UP: City offices are closed Monday in observance of Columbus Day and Indigenous Peoples' Day.,,0,0,0,0,[],[],[],False,False,False,0,True,,search:indigenous peoples day
at://did:plc:3qqoasoyamvrk7azqz6hesyu/app.bsky.feed.post/3m33ixmxk7j2l,bafyreihdx2vk4paawpemy2tcoauxbgog72dtuiq5ge4ty6zad5l3g6eg7a,did:plc:3qqoasoyamvrk7azqz6hesyu,opb.org,,0,0,0,"After discovering surprising details about her own family’s history, Gabriann ""Abby"" Hall decided to focus on researching and telling the story of federal Native American boarding school policy. Today, on Indigenous Peoples Day, she speaks at Central Oregon Community College in Bend.",,0,0,0,0,[],[],[],False,False,False,0,True,,search:indigenous peoples day
at://did:plc:oiy7tfdcxmzslgxtps534tlk/app.bsky.feed.post/3m33ixkzb222h,bafyreifgotgbtqypb2vnsvkzhgepyngnwnhamey2n3qh2hvqk6ffr5rb6i,did:plc:oiy7tfdcxmzslgxtps534tlk,heathhowardnh.com,,0,0,0,"Today, on Indigenous Peoples’ Day, we honor the Abenaki, Pennacook, and Wabanaki peoples, whose ancestral homeland N’dakinna includes all of New Hampshire. This land remains unceded. May we pair acknowledgment with action, respect, and partnership.
#NHPolitics #IndigenousPeoplesDay #NH",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:hqasmlzeqhffw3uiqubuhvzj/app.bsky.feed.post/3m33ixjdt3c2h,bafyreia6cxwi6ut6et2kzltz2vj47i6edd6th7pm3bilfkvbcbero3tz6u,did:plc:hqasmlzeqhffw3uiqubuhvzj,3dkan3.bsky.social,,0,0,0,Happy Indigenous Peoples Day..,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:zbbnly7qxx36hkqvmpoookyp/app.bsky.feed.post/3m33ixcejl22q,bafyreigf3w7zqzm723zy4s4lujqkzjonj6q33fegc7xuifgtwwhdvll4oq,did:plc:zbbnly7qxx36hkqvmpoookyp,selfcaregamer.bsky.social,,0,0,0,Happy Indigenous Peoples' Day!!,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:znbzyxtuegbrto2adbxzny6z/app.bsky.feed.post/3m33ix4cmik2d,bafyreihx3zij7gyly5kb327oj75qraafxi4kk7vhkgf56oarelazolyxfy,did:plc:znbzyxtuegbrto2adbxzny6z,gluvsc.bsky.social,,0,0,0,Happy Indigenous Peoples’ Day to all that celebrate!,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:dqwj3vw7mtfnn5sudkvejty6/app.bsky.feed.post/3m33ix3c7f22b,bafyreif2lchuqdtxnjl3rveykhkzsp5vuzgxjriansegwdywtnri35qh5q,did:plc:dqwj3vw7mtfnn5sudkvejty6,davidmonroe.bsky.social,,0,0,0,Wishing you a solemn and thoughtful Indigenous Peoples' Day.,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:bw7byk5aeij3x6ilva3zatmg/app.bsky.feed.post/3m33iwrpykk23,bafyreigz4fc2xjkcfjg33bqckhpox2gaazb5adzduk2mo2indbmhzty56m,did:plc:bw7byk5aeij3x6ilva3zatmg,caroljuntunen.bsky.social,,0,0,0,"Today we honor Indigenous Peoples’ Day — celebrating the heritage, strength, and resilience of Native communities. Let’s keep learning, listening, and lifting up Indigenous voices.

#indigenouspeoplesday #bairdwarner #bairdwarnerschaumburg",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:zukrtj4sjjikilfn3ofk7ekp/app.bsky.feed.post/3m33iwj5dik2j,bafyreigwwnd43smrlfg7ztxjiyjeieaxej5c3lez7ms4rei7dfc3xj3n7m,did:plc:zukrtj4sjjikilfn3ofk7ekp,gridironscholar91.bsky.social,,0,0,0,Happy Indigenous Peoples' Day!,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:244nwk4xoeolljnfec43qouu/app.bsky.feed.post/3m33iw5pgj22l,bafyreihvmkftenugmxk6gawcjmzcrch6khvg6s7jqq3ldjy3jzbl2sjfyy,did:plc:244nwk4xoeolljnfec43qouu,dissentinbloom0.bsky.social,,0,0,0,"Happy indigenous Peoples’ Day, don't forget —

#indigenouspeoplesday",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:gw7h2qx2vjyr5hjiyq4boapo/app.bsky.feed.post/3m33iv5c3722o,bafyreih2jipvcnypzcy3jfvjmuldcicydgo6avwqp2nlvjcltg7vfplfru,did:plc:gw7h2qx2vjyr5hjiyq4boapo,cosmicboomerang.bsky.social,,0,0,0,Happy Indigenous Peoples' Day ❤️,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:j6gb64igjwub7yh5ftjqprht/app.bsky.feed.post/3m33iv2gfm22j,bafyreigllpfgu457dvf5sowoidpea2gyhaxlhiml7mgjv3cln67ofp6hgq,did:plc:j6gb64igjwub7yh5ftjqprht,bckgrndfn.bsky.social,,0,0,0,"I gotta take today to recover from yesterday

Still, happy Thanksgiving
And also Indigenous Peoples' Day for those in the States :3",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:574ernx7dehjj6mb3e4x62my/app.bsky.feed.post/3m33iuvouxs2y,bafyreidqq76mfgpds5edji5dxqgfy4osqg3k3d7srmnq5guqumndbhcnya,did:plc:574ernx7dehjj6mb3e4x62my,repbobmorgan.bsky.social,,0,0,0,"Today, we celebrate Indigenous Peoples Day and honor those who have called this land home for generations before us.

In the last General Assembly, House Democrats took an important step toward righting a historic injustice by helping return (1/2)",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:6bwszgkctagulpjbvz5jaoa6/app.bsky.feed.post/3m33iuu3t6k27,bafyreiasqgpyhsxywldjstimsy3srjb44ttxkzjagmwoijnrhsgzi7thli,did:plc:6bwszgkctagulpjbvz5jaoa6,existentialshred.bsky.social,,0,0,0,"A warm and friendly Indigenous Peoples' Day to all :) I'm branching out to find some native musicians to play in the lab today. First up, some good old country crooning.",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:e2pqyrhgk2p3vtudfv7twowr/app.bsky.feed.post/3m33iusosqs2o,bafyreie7mrwsbq6tfktkavyqn4adjjgrva2crc3ugnderqmvxz6xssndcq,did:plc:e2pqyrhgk2p3vtudfv7twowr,bekindforthefuture.bsky.social,,0,0,0,Happy Indigenous Peoples Day 🫶,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:owciavhcajll5s4ozpmfwgup/app.bsky.feed.post/3m33iusaqkk2q,bafyreiaq2gzjeddetxczh73cjpaoxfas7kn4cnd3yhdenqgbzrhdkagbui,did:plc:owciavhcajll5s4ozpmfwgup,deety3.bsky.social,,0,0,0,"Mark me safe from celebrating his day.  Indigenous Peoples Day, however, that I will happily celebrate.",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:u2zjvwiyyiezc6hlxypomtj4/app.bsky.feed.post/3m33iuh6rfs26,bafyreiciyk7txbgyaxmdo7dwxwljhsyl6pr7ph7fujysjytnksw6w3cime,did:plc:u2zjvwiyyiezc6hlxypomtj4,shuchancellor.online,,0,0,0,"every day I contemplate the infinite rage and sadness, the duty abandoned to the indigenous peoples of Turtle Island - consider just for one, the Navajo Nation, who constantly fight for survival and have long struggled for clean drinking water access",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:qtuznpbrazpjusjitbo4b37u/app.bsky.feed.post/3m33iuan65u2h,bafyreifgoohep7dr25wy2pj4zd6isv6cffq2nhuuc7lqem442ubbtxkr74,did:plc:qtuznpbrazpjusjitbo4b37u,aclu-dc.bsky.social,,0,0,0,"This Indigenous Peoples' Day—and every day—we honor the culture, heritage, & resilience of our Native American communities.

We will continue to fight to defend their fundamental rights to vote, speak & protest freely, & live free from discrimination & government abuse of power.",,0,0,0,0,[],[],[],False,False,False,0,True,,search:indigenous peoples day
at://did:plc:hyug2hxtdj6t7vox5bs6lb24/app.bsky.feed.post/3m33iu6ykrs2v,bafyreiava2yuk2qhw3sbpmu7gvugky5gjyg6qbmmmwrqxafxnlw73h2bjq,did:plc:hyug2hxtdj6t7vox5bs6lb24,riversaredamp.bsky.social,,0,0,0,"Happy Indigenous Peoples’ Day!

❤️🧡💛",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:z4eulbtiewbovar4bou3yjqr/app.bsky.feed.post/3m33itwa46c2w,bafyreidnvyypi67pkoyfhlermxgotage6kx3nx6xncybqdf4jmvxxrl6we,did:plc:z4eulbtiewbovar4bou3yjqr,zoeoeoz.bsky.social,,0,0,0,"Indigenous Peoples’ Day is a day of recognition, reflection and celebration. Celebrate the amazing people, cultures and contributions to our world. Also, remember the hell many of our ancestors put them through.",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:umh6dg4pjqahvnm43b76z2yd/app.bsky.feed.post/3m33itrefqs2i,bafyreigplksltnnw2jv63wt4j6p5s2dbw6c2wlxcmwkh5eoenzviducdj4,did:plc:umh6dg4pjqahvnm43b76z2yd,hopelaughlove.bsky.social,,0,0,0,"On another topic…
Happy Indigenous Peoples Day 🙂",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:sbac7elsnhhjio4bqezqthyj/app.bsky.feed.post/3m33itmldcs2a,bafyreibefse3ti6dcap4cohx2qyo3otlu6cgv7ivbudg4zwcqo7s4ps3ia,did:plc:sbac7elsnhhjio4bqezqthyj,lostsoul4521.bsky.social,,0,0,0,"Btw, because the discovery of America occurred so long ago, I think that is one reason why biblical literalists dislike Indigenous Peoples day. (Like it happened maybe more than 2.5 to 4 biblical timelines ago ...)",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:eoscnrxo6i7scrr4awwelq3d/app.bsky.feed.post/3m33iswlksk2p,bafyreididllvcciyozlkhkdsa4qacoelaskbjvtuxkn5jivycsxp4bfhqm,did:plc:eoscnrxo6i7scrr4awwelq3d,aluino.blacksky.app,,0,0,0,Woo Indigenous peoples Day!,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:wjx2guv6s4u6bl6xg4krzc4b/app.bsky.feed.post/3m33isnxwik2v,bafyreiewvrpydxj4dwizlkthivn5lgm6pednhjowq6uwqs64mjd5jtuj3i,did:plc:wjx2guv6s4u6bl6xg4krzc4b,bug-gwen.bsky.social,,0,0,0,"This Indigenous Peoples' Day, it's a good time to review how Land Grant Universities have profited from stolen lands. This article only covers Land Grants; many other universities (U of Michigan, for example) have benefited similarly. (1/2) www.landgrabu.org",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:ndzbjox3x2cdqr4oipub62dt/app.bsky.feed.post/3m33iskyzf22u,bafyreib7edgewmke3274iju72zba2c6srsudkc2ufh3kttctntc7z4by4e,did:plc:ndzbjox3x2cdqr4oipub62dt,scarletmagus.bsky.social,,0,0,0,"Happy Indigenous Peoples' Day!

Fuck Christopher Columbus

The below photo is a still from this video, caption added by me:
youtu.be/fYTXRDtYzYc

#IndigenousPeoplesDay #FuckChristopherColumbus",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:ezy6ic6iqopubxnnd3qyv4cs/app.bsky.feed.post/3m33isbbtct2c,bafyreidde2nhc56gn5ipe44b6l7oswny7uolp2punaxzfvkgbkr5iszzd4,did:plc:ezy6ic6iqopubxnnd3qyv4cs,mndarkclouds.bsky.social,,0,0,0,"Today, and every day 

WE LIVE AND PLAY ON NATIVE LAND

#OneHeartOneVoiceOneSong🖤💙
#DCMN🌩️

📸 mattjphoto.net",,0,0,0,0,[],[],[],False,False,False,0,True,,search:indigenous peoples day
at://did:plc:e2pqyrhgk2p3vtudfv7twowr/app.bsky.feed.post/3m33irttzhs2o,bafyreibhlrs25ajjzdee2s3tcgbf2fahbflqcihkpzs42wl6i3dw7xjqy4,did:plc:e2pqyrhgk2p3vtudfv7twowr,bekindforthefuture.bsky.social,,0,0,0,Honoring Indigenous Peoples Day 🫶,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:ew3npkvqvbrqbkxbeklaad2b/app.bsky.feed.post/3m33irptm3f2j,bafyreibp2vrpj444uibcejht4fpspcrlpx235x4ubid2yl6blbxuh23x6y,did:plc:ew3npkvqvbrqbkxbeklaad2b,weareufd.bsky.social,,0,0,0,"On Indigenous Peoples’ Day, we remember:
Treaties weren’t gifts—they were promises.
Promises that were broken.

The U.S. government has failed to uphold them time and again.

It’s past time for accountability.
#IndigenousPeoplesDay",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:qcn4cuoqft3rxgva5jvckfqs/app.bsky.feed.post/3m33irfphzk2n,bafyreig54cs7gob66pih2yujgb2vkdyffhlkkmaihriy2jnde2kj5ddlc4,did:plc:qcn4cuoqft3rxgva5jvckfqs,charizardlotte.bsky.social,,0,0,0,"happy Indigenous Peoples’ Day! 

m.youtube.com/watch?v=HN_V...",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:gpj6h2vrw4gbecrzsxj33e2q/app.bsky.feed.post/3m33ira2kxk2n,bafyreiblkattu6ckwjmfnlhxmjvcdo6tzwvro7tp6ro6keuyvzrthrgmdq,did:plc:gpj6h2vrw4gbecrzsxj33e2q,kidphantasm.bsky.social,,0,0,0,"Happy Indigenous Peoples' Day
www.youtube.com/watch?v=xPnV...",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:dsltftf6fkdlloqtr2wfjb5g/app.bsky.feed.post/3m33iqmfmyc2y,bafyreib3pwhtrhrmrxzngpcqjmtafvxcycl2dxfgbqsfh5rrgkm7mh4zwe,did:plc:dsltftf6fkdlloqtr2wfjb5g,repemiliasykes.bsky.social,,0,0,0,"On Indigenous Peoples’ Day, we recognize the resilience of Indigenous Peoples and the injustices they’ve experienced throughout history. 

Rep. Sykes stands with our Native communities today and always in their continued fight for justice.",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:indigenous peoples day
at://did:plc:t2lmwbe3cfbmibfxoovsnwx6/app.bsky.feed.post/3m33j7mrldc2b,bafyreih7fs2pev477j4qvdsplozgcqyrkw4dsbm256w2zop6tbyckfnutq,did:plc:t2lmwbe3cfbmibfxoovsnwx6,carrotsauce.bsky.social,,0,0,0,"I fell in love with baseball because of Cal Raleigh. Didn’t know anything about the sport until Spring of 2024 when we moved here in Seattle.

I am a longtime basketball watcher though so I can recognize league favorites.

I’m also super upset about not having a salary cap… that Dodgers roster is 🤮",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:tpfoysihwf2gp5tzazkyeutt/app.bsky.feed.post/3m33issnoic22,bafyreicnviftn3gzecbw536aziwxxpmt25wixa3pexkojsxzpcod67iwym,did:plc:tpfoysihwf2gp5tzazkyeutt,marzipandancer.bsky.social,,0,0,0,"Cal Raleigh and the Seattle baseball team face off against Vladdy and the Toronto Blue Jays in Game Two of the ALCS today. 

(More mute words for you to ad)

(Also: supreme victory)",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:xrp75je6clabetx7m4x6anbh/app.bsky.feed.post/3m33ia5noec2c,bafyreicceh2s7p6vloi5wswxwdpfewch55rlgyfpdm456b5lgtdizxq2oa,did:plc:xrp75je6clabetx7m4x6anbh,mommyunit.bsky.social,,0,0,0,Cracked me up.,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:fcw2jkgr7gdfxb2rl2y4yqwt/app.bsky.feed.post/3m33ekqppt22l,bafyreiasrunubxzrkzvltnam352kzwwpjrmwy6k3lrtt4qcq6gdaxiyvuu,did:plc:fcw2jkgr7gdfxb2rl2y4yqwt,intheseshoes.bsky.social,,0,0,0,Breathing a HUGE sigh of relief looking at the top five trending topics on Bluesky this morning-so glad to see nothing more important is going on!,,0,0,0,0,[],[],[],False,False,False,0,True,pt,search:cal raleigh
at://did:plc:6wkjxfz5v6pyzfvqshopvjf7/app.bsky.feed.post/3m33ekc7ak227,bafyreiamz75ztikcfj5ky3vejmdf4omuimpsgl2dp4rkeevl6tzmlb5cju,did:plc:6wkjxfz5v6pyzfvqshopvjf7,ourmankoto.bsky.social,,0,0,0,"Watching the replays of last night's disappointing Jays loss to the Mariners. I noticed the shirt this guy behind home plate is wearing whenever Seattle's Cal Raleigh is at bat. They call him ""the Big Dumper."" His number is 29... 😳 #GoJaysGo #ALCS #ohmy",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:lgxwokjfnegutejxknkdpqwj/app.bsky.feed.post/3m33ckd7ld32y,bafyreiazyk5tiu7ddc6qbdr7tu75ufbeirgtjgthc6bwdci7bpdozpfpfq,did:plc:lgxwokjfnegutejxknkdpqwj,rawmlb.bsky.social,,0,0,0,"Mariners’ Cal Raleigh Delivers Emotional Jorge Polanco Message

https://www.rawchili.com/mlb/377559/

Jorge Polanco returning to the Seattle Mariners was initially seen as something of a disappointment. After a relatively…",,0,0,0,0,[],[],[],False,False,False,0,True,en-US,search:cal raleigh
at://did:plc:2xydl7c2xj6j5xsabwwj4par/app.bsky.feed.post/3m33ci6r5m22x,bafyreido6ac4h6ntyint4irisquzeafyq3qmtc7zfchlfsizthitt66y6a,did:plc:2xydl7c2xj6j5xsabwwj4par,jonnyauping.bsky.social,,0,0,0,it’s cal raleigh/josh allen double feature night in america,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:otxukm4zw64za2tmgczgno4v/app.bsky.feed.post/3m33ci5h5u225,bafyreigu4qfbhrhsgxaycqxu7tkewjfzourqsbex6brznqrkluhcaczlfy,did:plc:otxukm4zw64za2tmgczgno4v,un5toppabl0.bsky.social,,0,0,0,So is that not Cal Raleigh?,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:3nysgyurk3lihminqor65t4o/app.bsky.feed.post/3m33bwvfabs2u,bafyreihomblay5prcqforb5crvq6fgugyc5uzxilokdfu3nslqya546tdy,did:plc:3nysgyurk3lihminqor65t4o,michaelpacholek.bsky.social,,0,0,0,"If a .247 batting average for a career is enough to keep Graig Nettles out of the Hall of Fame, then .247 for a season is enough to keep Cal Raleigh from winning the MVP.",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:ozoelv6s72ri66mczhyzhvlh/app.bsky.feed.post/3m33aqxnp2c2o,bafyreidcregijyfpe3hdem7sbttfxgm4xjffagskda5y7pqy6d3owrbfku,did:plc:ozoelv6s72ri66mczhyzhvlh,athensgrease.bsky.social,,0,0,0,she reveals that the song “Wood” is about the bat Cal Raleigh uses to hit homers,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:g4woxmzf4tmtaxuubj2aos62/app.bsky.feed.post/3m33aobzqdk2k,bafyreiadbtyfiun6goz3cx4ydlnbwhcx6duzlfrbnyaizwz4jcf3jvs4vm,did:plc:g4woxmzf4tmtaxuubj2aos62,normcharlatan.bsky.social,,0,0,0,"Taylor Swift announces that she is supporting the Seattle Mariners in the ALCS and hopefully the World Series on ABC’s Good Morning America. Says that Cal Raleigh, the Big Dumper, embodies the spirit of the Life of a Showgirl.",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:57j3oqdxhmys7ns74fakkrtq/app.bsky.feed.post/3m33ak3virk2p,bafyreibx6ycrlr6bhngrjvfagi2bp2smkp7fr65p3js4afcuwkje4wz6zm,did:plc:57j3oqdxhmys7ns74fakkrtq,sullybaseball.bsky.social,,0,0,0,"Bryce Miller settled down after giving up a lead off homer to throw 6 innings of 2 hit, 1 run ball.

Cal Raleigh hit a game tying homer in the 6th.

They both owned October on October 12, 2025.

sullybaseball.wordpress.com/2025/10/12/w...",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:y5pnwa4bui4j3glptcut2ar7/app.bsky.feed.post/3m33admwn522e,bafyreiedch4rzkvkkevxsxkpi6ddmul2lpxeniqewhvxrih5qsnjgsepy4,did:plc:y5pnwa4bui4j3glptcut2ar7,dondasch.bsky.social,,0,0,0,"Were I a pitcher in MLB, Cal Raleigh is absolutely who I'd want catching.  Full confidence.",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:lgxwokjfnegutejxknkdpqwj/app.bsky.feed.post/3m33acyndta26,bafyreihag63wl472d65e2d3oqpcquln7nxakizbopvr3eoextwculbq2ui,did:plc:lgxwokjfnegutejxknkdpqwj,rawmlb.bsky.social,,0,0,0,"Morning Briefing: Mariners Take Game 1 of ALCS

https://www.rawchili.com/mlb/377497/

Good morning, Mets fans! Cal Raleigh homered and Jorge Polanco was clutch again with a pair of RBI…",,0,0,0,0,[],[],[],False,False,False,0,True,en-US,search:cal raleigh
at://did:plc:52u5gynumcnxbno2jowx2ch3/app.bsky.feed.post/3m33aa43elk27,bafyreifvq5vbsubfimsy2s5h4w5sssq7ji5d5pqbmwtapqz5ugt7jykqju,did:plc:52u5gynumcnxbno2jowx2ch3,hawkward27.bsky.social,,0,0,0,Remember when Cal Raleigh hit that home run and then Rodriguez got on base and then Polanco hit him in?,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:lgxwokjfnegutejxknkdpqwj/app.bsky.feed.post/3m3377lem362y,bafyreigybofjcoa5aknsmaeeqwy5eksa32sltqz242wxkc2xtn2y45e4ou,did:plc:lgxwokjfnegutejxknkdpqwj,rawmlb.bsky.social,,0,0,0,"Mariners dump Blue Jays on Cal Raleigh homer

https://www.rawchili.com/mlb/377461/

After a shaky, injury-riddled season, Mariners pitcher Bryce Miller redeemed himself in one night… only after giving up…",,0,0,0,0,[],[],[],False,False,False,0,True,en-US,search:cal raleigh
at://did:plc:l4ez3sz35grsjdnnwwddsjj3/app.bsky.feed.post/3m3377il2us27,bafyreiabkytoytb2weuiruwg2ytsyqiofxyp5z7tthsgpw2gnsoey436uq,did:plc:l4ez3sz35grsjdnnwwddsjj3,silasunderfire.bsky.social,,0,0,0,"But it’s the “feel good story” that everyone and the media wants lol. They clearly haven’t seen Cal Raleigh play defense, or just ignore it",,0,0,0,0,[],[],[],False,False,False,0,True,de,search:cal raleigh
at://did:plc:olgwgrriazbokcdyvxt4w6ze/app.bsky.feed.post/3m336zhdul22q,bafyreighu7eqeb4phfypc3mf7pt6yyykz4ah35gj7n3z2eajpv5jw6pyo4,did:plc:olgwgrriazbokcdyvxt4w6ze,jtorg.bsky.social,,0,0,0,I'd like to see less Cal Raleigh and more Jorge Polanco in my feed.,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:g4ymahkyww3xcikvkvvrqmrc/app.bsky.feed.post/3m336hmpcok2q,bafyreidfuuqs2bsf4n72kaapx7h6a2r5vulveavzw7xemq5u4mgchpdpzu,did:plc:g4ymahkyww3xcikvkvvrqmrc,2strong2silence.bsky.social,,0,0,0,Cal Raleigh hits .247 & hit .180 for two months while chasing home runs. Aaron Judge hit .331 & was hitting .400 for two months. If you took 80 points off of Judge’s BA he’d be Cal Raleigh.,,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
at://did:plc:b2kutgxqlltwc6lhs724cfwr/app.bsky.feed.post/3m3365qdyom2n,bafyreiblhxke256zgumhwnndt3m5jjppvhfnred3ndv7xukyxubzpowkpq,did:plc:b2kutgxqlltwc6lhs724cfwr,theathletic.com,,0,0,0,"Cal Raleigh hits home runs from both sides of the plate at a prolific rate while playing the most physically demanding position in the sport.

And the Mariners' Game 1 ALCS win had his fingerprints all over it.

http://dlvr.it/TNf594",,0,0,0,0,[],[],[],False,False,False,0,True,,search:cal raleigh
at://did:plc:ffosahlappkc7nfhcip7kyrn/app.bsky.feed.post/3m3365bz2zl2q,bafyreifyanemx6v6qtpivfahr4zyf62mzf3uxozoucjvxzm2awh7zbnllu,did:plc:ffosahlappkc7nfhcip7kyrn,baseballobserver.bsky.social,,0,0,0,"Cal Raleigh leads Sunday's best guys, plus more on James Franklin's ouster",,0,0,0,0,[],[],[],False,False,False,0,True,en,search:cal raleigh
